timestamp_utc,archive_dir,active_run_ids,run_rows_archived,request_rows_archived,handoff_rows_archived,decision_rows_archived
2026-02-10T22:38:05+00:00,/Users/e/Documents/GUNS/ENIDSASSETS/NaturesDietMarketingTeam/data/team_ops/archive/20260210T223805Z,run_2026-02-10_001,2,56,0,0
